,Unnamed: 0,nct_id,nlm_download_date_description,study_first_submitted_date,results_first_submitted_date,disposition_first_submitted_date,last_update_submitted_date,study_first_submitted_qc_date,study_first_posted_date,study_first_posted_date_type,results_first_submitted_qc_date,results_first_posted_date,results_first_posted_date_type,disposition_first_submitted_qc_date,disposition_first_posted_date,disposition_first_posted_date_type,last_update_submitted_qc_date,last_update_posted_date,last_update_posted_date_type,start_month_year,start_date_type,start_date,verification_month_year,verification_date,completion_month_year,completion_date_type,completion_date,primary_completion_month_year,primary_completion_date_type,primary_completion_date,target_duration,study_type,acronym,baseline_population,brief_title,official_title,overall_status,last_known_status,phase,enrollment,enrollment_type,source,limitations_and_caveats,number_of_arms,number_of_groups,why_stopped,has_expanded_access,expanded_access_type_individual,expanded_access_type_intermediate,expanded_access_type_treatment,has_dmc,is_fda_regulated_drug,is_fda_regulated_device,is_unapproved_device,is_ppsd,is_us_export,biospec_retention,biospec_description,ipd_time_frame,ipd_access_criteria,ipd_url,plan_to_share_ipd,plan_to_share_ipd_description,created_at,updated_at,source_class,delayed_posting,expanded_access_nctid,expanded_access_status_for_nctid,fdaaa801_violation,baseline_type_units_analyzed
118300,118301,NCT00889889,,2009-04-28,,2012-01-24,2013-09-27,2009-04-28,2009-04-29,Estimate,,,,2012-01-24,2012-01-30,Estimate,2013-09-27,2013-10-25,Estimate,May 2009,,2009-05-31,September 2013,2013-09-30,January 2011,Actual,2011-01-31,January 2011,Actual,2011-01-31,,Interventional,,,"Immunogenicity and Safety of a Cell-derived Influenza Vaccine in Adults Aged >= 18 and <= 64, Plus Revaccination","Randomized, Double-Blind, Placebo-Controlled Study to Assess the Immunogenicity and Safety of a Cell-Derived Trivalent Subunit Influenza Vaccine in Subjects Aged >= 18 Years and <= 64 Years During Two Consecutive Years.",Completed,,Phase 2,1270.0,Actual,Abbott,,2.0,,,False,,,,False,,,,,,,,,,,,,2023-06-18 06:58:50,2023-06-18 06:58:50,INDUSTRY,,,,,
118375,118376,NCT03122106,,2017-04-17,2022-07-21,,2022-09-22,2017-04-19,2017-04-20,Actual,2022-09-22,2022-10-04,Actual,,,,2022-09-22,2022-10-04,Actual,"January 5, 2018",Actual,2018-01-05,September 2022,2022-09-30,"August 13, 2022",Actual,2022-08-13,"September 3, 2021",Actual,2021-09-03,,Interventional,,,Neoantigen DNA Vaccine in Pancreatic Cancer Patients Following Surgical Resection and Adjuvant Chemotherapy,A Phase 1 Clinical Trial to Evaluate the Safety and Immunogenicity of a Neoantigen DNA Vaccine Strategy in Pancreatic Cancer Patients Following Surgical Resection and Adjuvant Chemotherapy,Terminated,,Phase 1,15.0,Actual,Washington University School of Medicine,,1.0,,Loss of funding,False,,,,True,True,True,,,False,,,,,,No,,2023-06-17 12:12:49,2023-06-17 12:12:49,OTHER,,,,,
118823,118824,NCT03674177,,2018-09-14,2020-03-17,,2021-08-12,2018-09-14,2018-09-17,Actual,2020-04-02,2020-04-15,Actual,,,,2021-08-12,2021-08-13,Actual,"October 30, 2018",Actual,2018-10-30,August 2021,2021-08-31,"September 2, 2019",Actual,2019-09-02,"April 16, 2019",Actual,2019-04-16,,Interventional,,,"A Study to Evaluate Different Dose Levels of GlaxoSmithKline (GSK) Biologicals' Investigational Respiratory Syncytial Virus (RSV) Vaccine (GSK3888550A), Based on the Vaccine Safety and the Antibodies (Body Defences) Produced Following Vaccine Administration, When Given to Healthy Non-pregnant Women","A Study to Evaluate the Safety, Reactogenicity and Immunogenicity of GSK Biologicals' Investigational Unadjuvanted RSV Maternal Vaccine Compared to Placebo When Administered to Healthy Non-pregnant Women.",Completed,,Phase 1,502.0,Actual,GlaxoSmithKline,,4.0,,,False,,,,,True,False,,,,,,IPD is available via the Clinical Study Data Request site (copy the URL below to your browser),"Access is provided after a research proposal is submitted and has received approval from the Independent Review Panel and after a Data Sharing Agreement is in place. Access is provided for an initial period of 12 months but an extension can be granted, when justified, for up to another 12 months.",https://www.clinicalstudydatarequest.com/Posting.aspx?ID=20864,Yes,IPD for this study is available via the Clinical Study Data Request site,2023-06-17 12:18:15,2023-06-17 12:18:15,INDUSTRY,,,,,
119220,119221,NCT05554068,,2022-09-21,,,2023-03-07,2022-09-21,2022-09-26,Actual,,,,,,,2023-03-07,2023-03-08,Actual,"March 7, 2023",Actual,2023-03-07,March 2023,2023-03-31,"November 1, 2026",Anticipated,2026-11-01,"March 7, 2025",Anticipated,2025-03-07,,Interventional,,,Immunogenicity of Zoster Vaccine in Allogeneic Hematopoietic Stem Cell Transplant Recipients,"Phase II, Non-randomized, Open-label Study to Assess the Immunogenicity and Clinical Efficacy of the Recombinant Zoster Vaccine for Recipients of an Allogeneic Hematopoietic Stem Cell Transplant",Recruiting,,Phase 2,100.0,Anticipated,Loyola University,,1.0,,,False,,,,True,True,False,,,False,,,,,,No,,2023-06-17 12:21:50,2023-06-17 12:21:50,OTHER,,,,,
119258,119259,NCT03739229,,2018-11-01,,,2018-11-09,2018-11-09,2018-11-13,Actual,,,,,,,2018-11-09,2018-11-13,Actual,"December 3, 2018",Anticipated,2018-12-03,November 2018,2018-11-30,"July 3, 2019",Anticipated,2019-07-03,"June 3, 2019",Anticipated,2019-06-03,,Interventional,,,"Reactogenicity, Safety and Immunogenicity of a LAIV <U+0410>/17/Hong Kong/2017/75108 H7N9 Influenza Vaccine","Reactogenicity, Safety and Immunogenicity of a Live Monovalent <U+0410>/17/Hong Kong/2017/75108 (H7N9) Influenza Vaccine",Unknown status,Not yet recruiting,Phase 1,40.0,Anticipated,"Research Institute of Influenza, Russia",,2.0,,,False,,,,True,False,False,,,,,,,,,No,,2023-06-17 12:22:08,2023-06-17 12:22:08,OTHER,,,,,
119280,119281,NCT05528952,,2022-09-01,,,2023-03-06,2022-09-01,2022-09-06,Actual,,,,,,,2023-03-06,2023-03-08,Actual,"September 27, 2022",Actual,2022-09-27,October 2022,2022-10-31,"September 30, 2027",Anticipated,2027-09-30,"April 30, 2025",Anticipated,2025-04-30,,Interventional,TERTIO,,Evaluation of the Interest to Combine a CD4 Th1-inducer Cancer Vaccine Derived From Telomerase and Atezolizumab Plus Bevacizumab in Unresectable Hepatocellular Carcinoma,Evaluation of the Interest to Combine a CD4 Th1-inducer Cancer Vaccine Derived From Telomerase and Atezolizumab Plus Bevacizumab in Unresectable Hepatocellular Carcinoma: a Proof of Concept Randomized Phase II Study (TERTIO - Prodige 82),Recruiting,,Phase 2,105.0,Anticipated,Centre Hospitalier Universitaire de Besancon,,2.0,,,False,,,,True,False,False,,,,,,,,,,,2023-06-17 12:22:25,2023-06-17 12:22:25,OTHER,,,,,
119403,119404,NCT03671720,,2018-09-13,,,2019-10-31,2018-09-13,2018-09-14,Actual,,,,,,,2019-10-31,2019-11-04,Actual,"September 11, 2018",Actual,2018-09-11,October 2019,2019-10-31,"December 30, 2022",Anticipated,2022-12-30,"December 30, 2021",Anticipated,2021-12-30,,Interventional,,,Personalized Vaccine Generated by Autologous Dendritic Cells Pulsed With Autologous Whole Tumor Cell Lysate Treat Advanced Solid Tumor Patients With High Tumor Mutation Burden,Personalized Vaccine Generated by Autologous Dendritic Cells Pulsed With Autologous Whole Tumor Cell Lysate Treat Advanced Solid Tumor Patients With High Tumor Mutation Burden,Unknown status,Recruiting,Early Phase 1,10.0,Anticipated,Capital Medical University,,1.0,,,False,,,,False,False,False,,,,,,,,,No,,2023-06-17 12:23:35,2023-06-17 12:23:35,OTHER,,,,,
119630,119631,NCT02354404,,2015-01-29,,,2017-12-01,2015-02-02,2015-02-03,Estimate,,,,,,,2017-12-01,2017-12-05,Actual,"January 27, 2015",Actual,2015-01-27,September 2017,2017-09-30,"April 19, 2017",Actual,2017-04-19,"April 19, 2017",Actual,2017-04-19,,Interventional,,,"Clinical Trial of Ebola Vaccines cAd3-EBO, cAd3-EBOZ and MVA-EbolaZ in Healthy Adults in Uganda","Phase 1B, Open-Label, Clinical Trial to Evaluate Safety, Tolerability and Immunogenicity of the Investigational Ebola Vaccines, VRC-EBOADC069-00-VP, VRC-EBOADC076-00-VP and VRC-EBOMVA079-00-VP in Healthy Adults in Kampala Uganda",Completed,,Phase 1,90.0,Actual,National Institute of Allergy and Infectious Diseases (NIAID),,6.0,,,False,,,,True,,,,,,,,,,,,,2023-06-17 12:57:44,2023-06-17 12:57:44,NIH,,,,,
119755,119756,NCT01049035,,2010-01-13,2020-05-19,2013-04-16,2022-03-21,2010-01-13,2010-01-14,Estimate,2020-05-19,2020-06-09,Actual,2013-04-16,2013-04-25,Estimate,2022-03-21,2022-03-28,Actual,"December 16, 2009",Actual,2009-12-16,March 2022,2022-03-31,"February 13, 2012",Actual,2012-02-13,"February 13, 2012",Actual,2012-02-13,,Interventional,,Analysis was performed on all randomized participants.,A Study of a Quadrivalent Meningococcal Tetanus Protein Conjugate Vaccine in Infants and Toddlers,Safety and Immunogenicity of a Quadrivalent Meningococcal Conjugate Vaccine Administered in Infants and Toddlers,Completed,,Phase 2,580.0,Actual,Sanofi,,7.0,,,False,,,,False,True,False,,,,,,,,,Yes,"Qualified researchers may request access to patient level data and related study documents including the clinical study report, study protocol with any amendments, blank case report form, statistical analysis plan, and dataset specifications. Patient level data will be anonymized and study documents will be redacted to protect the privacy of trial participants. Further details on Sanofi's data sharing criteria, eligible studies, and process for requesting access can be found at: https://vivli.org",2023-06-14 02:05:56,2023-06-14 02:05:56,INDUSTRY,,,,,
119841,119842,NCT05013216,,2021-08-18,,,2023-03-06,2021-08-18,2021-08-19,Actual,,,,,,,2023-03-06,2023-03-08,Actual,"April 11, 2022",Actual,2022-04-11,March 2023,2023-03-31,"May 1, 2026",Anticipated,2026-05-01,"May 1, 2026",Anticipated,2026-05-01,,Interventional,,,Mutant KRAS -Targeted Long Peptide Vaccine for Patients at High Risk of Developing Pancreatic Cancer,Mutant KRAS -Targeted Long Peptide Vaccine for Patients at High Risk of Developing Pancreatic Cancer,Recruiting,,Phase 1,25.0,Anticipated,Sidney Kimmel Comprehensive Cancer Center at Johns Hopkins,,1.0,,,False,,,,True,True,False,,,,,,,,,No,,2023-06-17 12:29:03,2023-06-17 12:29:03,OTHER,,,,,
120199,120200,NCT00684294,,2008-05-21,,,2020-02-27,2008-05-23,2008-05-26,Estimate,,,,,,,2020-02-27,2020-03-02,Actual,"May 27, 2008",Actual,2008-05-27,February 2020,2020-02-29,"May 28, 2019",Actual,2019-05-28,May 2009,Actual,2009-05-31,,Interventional,Auto TAG,,Phase I Trial of TGFB2-Antisense-GMCSF Gene Modified Autologous Tumor Cell (TAG) Vaccine for Advanced Cancer,Phase I Trial of TGFB2-Antisense-GMCSF Gene Modified Autologous Tumor Cell (TAG) Vaccine for Advanced Cancer,Terminated,,Phase 1,46.0,Actual,Mary Crowley Medical Research Center,,2.0,,"Since no safety issues have been reported to date in association with TAG vaccine, no further survival follow-up will be done.",False,,,,True,,,,,,,,,,,,,2023-06-16 08:38:39,2023-06-16 08:38:39,OTHER,,,,,
120862,120863,NCT05383560,,2022-05-15,,,2022-10-26,2022-05-19,2022-05-20,Actual,,,,,,,2022-10-26,2022-10-28,Actual,"September 5, 2022",Actual,2022-09-05,October 2022,2022-10-31,July 2023,Anticipated,2023-07-31,May 2023,Anticipated,2023-05-31,,Interventional,SH-MO-214,,Safety and Immunogenicity of Omicron Variant-Matched Vaccine Booster in Adults,"Phase 2, Randomized, Observer-Blind, Investigator-Initiated, Collaborative Study to Evaluate the Safety and Immunogenicity of Omicron Variant-Matched Vaccine Booster in Adults",Recruiting,,Phase 2,150.0,Anticipated,Sheba Medical Center,,3.0,,,False,,,,True,False,False,,,,,,will be available upon publication of results,Upon request. Requires collaborator's approval as well.,,Yes,Unidentified data will be available after publication of the results.,2023-06-17 12:39:32,2023-06-17 12:39:32,OTHER_GOV,,,,,
120968,120969,NCT02946385,,2016-10-25,2019-02-12,,2019-08-12,2016-10-25,2016-10-27,Estimate,2019-08-12,2019-08-20,Actual,,,,2019-08-12,2019-08-20,Actual,"November 15, 2016",Actual,2016-11-15,August 2019,2019-08-31,"February 13, 2018",Actual,2018-02-13,"February 13, 2018",Actual,2018-02-13,,Interventional,,,Study to Assess the Immunological Long-term Persistence of Antibodies (Abs) 2 Years After GlaxoSmithKline (GSK) Meningococcal ABCWY Vaccination in the V102_15 (NCT02212457) and Response to a Booster in Adolescents,"A Phase 2b Open-Label Multi-Center Study Assessing the Immunological Persistence of Antibodies at Approximately 2 Years After the Last Meningococcal Vaccination in Study V102_15 (NCT02212457) and the Response to a Booster Dose of GSK MenABCWY or Meningococcal Serogroup B Vaccines, in Healthy Adolescents",Completed,,Phase 2,604.0,Actual,GlaxoSmithKline,,6.0,,,False,,,,,False,False,,,,,,,,,Yes,Patient-level data for this study will be made available through www.clinicalstudydatarequest.com following the timelines and process described on this site.,2023-06-17 12:40:34,2023-06-17 12:40:34,INDUSTRY,,,,,
121223,121224,NCT00722098,,2008-07-23,,,2013-07-05,2008-07-24,2008-07-25,Estimate,,,,,,,2013-07-05,2013-07-08,Estimate,June 2008,,2008-06-30,July 2013,2013-07-31,July 2012,Actual,2012-07-31,April 2011,Actual,2011-04-30,,Interventional,,,Comparison Study of Dendritic Cell Vaccine With and Without Cyclophosphamide to Treat Stage IV Melanoma Patients,Melanoma Peptide-Loaded Dendritic Cell Vaccine in HLA-A*0201 Patients With Stage IV Melanoma: A Phase II Randomized Trial to Compare Vaccination With and Without Cyclophosphamide Treatment.,Terminated,,Phase 2,9.0,Actual,Baylor Research Institute,,2.0,,"Early termination due to lesser accrual, and data analysis not done.",False,,,,True,,,,,,,,,,,,,2023-06-16 08:42:31,2023-06-16 08:42:31,OTHER,,,,,
121306,121307,NCT01379430,,2011-06-10,,,2012-10-02,2011-06-21,2011-06-23,Estimate,,,,,,,2012-10-02,2012-10-03,Estimate,June 2010,,2010-06-30,October 2012,2012-10-31,May 2011,Actual,2011-05-31,May 2011,Actual,2011-05-31,,Interventional,,,Safety and Immunogenicity of AdCh63 ME-TRAP and MVA ME-TRAP Vaccines in Malaria Endemic Areas,Safety and Immunogenicity of Heterologous Prime-boost With the Candidate Malaria Vaccines AdCh63 ME-TRAP and MVA ME-TRAP in Healthy Adults in a Malaria Endemic Area,Completed,,Phase 1,30.0,Actual,University of Oxford,,2.0,,,False,,,,True,,,,,,,,,,,,,2023-06-17 12:44:09,2023-06-17 12:44:09,OTHER,,,,,
121501,121502,NCT05435027,,2022-06-24,,,2023-03-15,2022-06-24,2022-06-28,Actual,,,,,,,2023-03-15,2023-03-16,Actual,"February 28, 2022",Actual,2022-02-28,March 2023,2023-03-31,March 2024,Anticipated,2024-03-31,March 2024,Anticipated,2024-03-31,,Interventional,,,Study of Self-Amplifying Messenger Ribonucleic Acid (samRNA) Vaccines Against COVID-19 in Healthy Adults and People Living With Human Immunodeficiency Virus (HIV),"A Phase 1 SARS-CoV-2 Vaccine Study to Assess the Safety and Tolerability of GRT-R912, GRT-R914, and GRT-R918 Administered as Prime and/or Boost in Healthy Adult Participants and People Living With HIV","Active, not recruiting",,Phase 1,342.0,Actual,"Gritstone bio, Inc.",,4.0,,,False,,,,False,False,False,,,,,,,,,,,2023-06-15 06:18:54,2023-06-15 06:18:54,INDUSTRY,,,,,
121578,121579,NCT02571166,,2015-08-13,,,2019-01-10,2015-10-07,2015-10-08,Estimate,,,,,,,2019-01-10,2019-01-14,Actual,November 2015,,2015-11-30,January 2019,2019-01-31,"December 1, 2018",Actual,2018-12-01,"December 1, 2018",Actual,2018-12-01,,Interventional,,,HSV529 Vaccine in HSV-2 Seropositive Adults,"Phase I Study of the Genital Immune Response to Live, Attenuated HSV529 Vaccine in HSV-2 Seropositive Adults",Completed,,Phase 1,10.0,Actual,Fred Hutchinson Cancer Center,,1.0,,,False,,,,True,,,,,,,,,,,,,2023-06-16 08:43:30,2023-06-16 08:43:30,OTHER,,,,,
121792,121793,NCT02199691,,2014-07-23,2020-05-19,2015-09-29,2022-03-24,2014-07-23,2014-07-24,Estimate,2020-05-19,2020-06-09,Actual,2015-09-29,2015-10-20,Estimate,2022-03-24,2022-04-04,Actual,"July 22, 2014",Actual,2014-07-22,March 2022,2022-03-31,"October 2, 2015",Actual,2015-10-02,"October 2, 2015",Actual,2015-10-02,,Interventional,,Analysis was performed on all randomized participants.,Immunogenicity and Safety of an Investigational Quadrivalent Meningococcal Conjugate Vaccine in Healthy Adolescents,A Phase II Study of the Immunogenicity and Safety of an Investigational Quadrivalent Meningococcal Conjugate Vaccine in Healthy Adolescents,Completed,,Phase 2,1715.0,Actual,Sanofi,,4.0,,,False,,,,False,True,False,,,,,,,,,Yes,"Qualified researchers may request access to patient level data and related study documents including the clinical study report, study protocol with any amendments, blank case report form, statistical analysis plan, and dataset specifications. Patient level data will be anonymized and study documents will be redacted to protect the privacy of trial participants. Further details on Sanofi's data sharing criteria, eligible studies, and process for requesting access can be found at: https://vivli.org",2023-06-17 12:49:22,2023-06-17 12:49:22,INDUSTRY,,,,,
121896,121897,NCT02386150,,2015-02-26,,,2019-12-30,2015-03-05,2015-03-11,Estimate,,,,,,,2019-12-30,2020-01-02,Actual,October 2017,Anticipated,2017-10-31,December 2019,2019-12-31,December 2018,Anticipated,2018-12-31,December 2017,Anticipated,2017-12-31,,Interventional,,,ID Recombinant Ricin Toxin A-Chain Vaccine RVEc - 3-Dose Primary Series With Boost,Phase 1b Escalating Study to Evaluate the Safety and Immunogenicity of Recombinant Ricin Toxin A-Chain 1-33/44-198 (rRTA 1-33/44-198) Vaccine (RVEc) Administered Intradermally to Healthy Adults as a 3-Dose Primary Series and Booster,Withdrawn,,Phase 1,0.0,Actual,U.S. Army Medical Research and Development Command,,2.0,,lack of funding,False,,,,False,True,False,,,,,,,,,,,2023-06-17 12:50:22,2023-06-17 12:50:22,FED,,,,,
121983,121984,NCT01732627,,2012-11-13,2020-05-19,2013-11-11,2022-03-24,2012-11-19,2012-11-26,Estimate,2020-05-19,2020-06-09,Actual,2013-11-11,2013-12-04,Estimate,2022-03-24,2022-04-04,Actual,"November 12, 2012",Actual,2012-11-12,March 2022,2022-03-31,"January 17, 2013",Actual,2013-01-17,"January 17, 2013",Actual,2013-01-17,,Interventional,,Analysis was performed on all randomized participants.,Study of a Quadrivalent Meningococcal Conjugate Vaccine in Subjects Aged 56 and Older,Immunogenicity and Safety of a Quadrivalent Meningococcal Conjugate Vaccine Administered in Subjects 56 Years of Age and Older,Completed,,Phase 2,301.0,Actual,Sanofi,,2.0,,,False,,,,False,True,False,,,,,,,,,Yes,"Qualified researchers may request access to patient level data and related study documents including the clinical study report, study protocol with any amendments, blank case report form, statistical analysis plan, and dataset specifications. Patient level data will be anonymized and study documents will be redacted to protect the privacy of trial participants. Further details on Sanofi's data sharing criteria, eligible studies, and process for requesting access can be found at: https://vivli.org",2023-06-17 12:51:24,2023-06-17 12:51:24,INDUSTRY,,,,,
121998,121999,NCT02661490,,2016-01-08,2020-04-22,,2020-04-22,2016-01-19,2016-01-22,Estimate,2020-04-22,2020-05-18,Actual,,,,2020-04-22,2020-05-18,Actual,"February 1, 2016",Actual,2016-02-01,April 2020,2020-04-30,"September 29, 2017",Actual,2017-09-29,"October 28, 2016",Actual,2016-10-28,,Interventional,,Randomized Set included all randomized participants regardless of whether any study vaccine (NoV VLP vaccine or placebo) was received.,Safety and Immunogenicity of Norovirus GI.1/GII.4 Bivalent Virus-Like Particle Vaccine in an Elderly Population,"A Phase II, Randomized, Double-blind, Safety and Immunogenicity Trial of Norovirus GI.1/GII.4 Bivalent Virus-Like Particle Vaccine in Healthy Elderly Adults",Completed,,Phase 2,320.0,Actual,Takeda,,5.0,,,False,,,,True,,,,,,,,,,,Yes,"Takeda makes patient-level, de-identified data sets and associated documents available for all interventional studies after applicable marketing approvals and commercial availability have been received (or program is completely terminated), an opportunity for the primary publication of the research and final report development has been allowed, and other criteria have been met as set forth in Takeda's Data Sharing Policy (see www.TakedaClinicalTrials.com for details). To obtain access, researchers must submit a legitimate academic research proposal for adjudication by an independent review panel, who will review the scientific merit of the research and the requestor's qualifications and conflict of interest that can result in potential bias. Once approved, qualified researchers who sign a data sharing agreement are provided access to these data in a secure research environment.",2023-06-17 12:51:34,2023-06-17 12:51:34,INDUSTRY,,,,,
122113,122114,NCT02383498,,2015-03-04,,,2019-10-22,2015-03-06,2015-03-09,Estimate,,,,,,,2019-10-22,2019-10-23,Actual,"April 17, 2015",,2015-04-17,October 2019,2019-10-31,"March 31, 2020",Anticipated,2020-03-31,"March 31, 2020",Anticipated,2020-03-31,,Interventional,,,QUILT-3.011 Phase 2 Yeast-Brachyury Vaccine Chordoma,"A Randomized, Double-Blind, Phase 2 Trial of GI-6301 (Yeast-Brachyury Vaccine) Versus Placebo in Combination With Standard of Care Definitive Radiotherapy in Locally Advanced, Unresectable, Chordoma",Unknown status,"Active, not recruiting",Phase 2,55.0,Anticipated,"NantCell, Inc.",,2.0,,,False,,,,,True,False,,,,,,,,,,,2023-06-17 12:52:48,2023-06-17 12:52:48,INDUSTRY,,,,,
